Year,Round,Day,Date,Time,Home,H_PTS,Away,A_PTS,Referee/s,Stadium,Crowd,date_time,HomeWin,SOO,Home_w_percent,Away_w_percent,Period
2008,Round 21,Fri,Aug-1,7:35pm,Melbourne,44,Gold Coast Titans,4,T. De Las Heras,Olympic Park,9400,2008-08-01 19:35:00,1.0,False,0.6666666666666666,0.5,Post
2008,Round 21,Sat,Aug-2,5:30pm,Cronulla,13,St George Illawarra,12,J. Maxwell,Toyota,18256,2008-08-02 17:30:00,1.0,False,0.6666666666666666,0.5555555555555556,Post
2008,Round 21,Sat,Aug-2,7:30pm,North Queensland,20,Sydney,32,S. Hampstead,Dairy Farmers,14601,2008-08-02 19:30:00,0.0,False,0.16666666666666666,0.6666666666666666,Post
2008,Round 21,Sat,Aug-2,7:30pm,South Sydney,18,Warriors,16,S. Lyons,ANZ,9276,2008-08-02 19:30:00,1.0,False,0.3333333333333333,0.5,Post
2008,Round 21,Sun,Aug-3,3:00pm,Brisbane,34,Canberra,6,T. Archer,Suncorp,28103,2008-08-03 15:00:00,1.0,False,0.5833333333333334,0.5,Post
2008,Round 21,Sun,Aug-3,2:00pm,Wests Tigers,56,Bulldogs,4,B. Cummins,ANZ,16121,2008-08-03 14:00:00,1.0,False,0.4444444444444444,0.2777777777777778,Post
2008,Round 21,Mon,Aug-4,7:00pm,Newcastle,32,Parramatta,12,J. Robinson,EnergyAustralia,16435,2008-08-04 19:00:00,1.0,False,0.4444444444444444,0.4444444444444444,Post
2008,Round 22,Fri,Aug-8,7:35pm,Manly Warringah,10,Melbourne,16,T. Archer,Brookvale,18442,2008-08-08 19:35:00,0.0,False,0.7368421052631579,0.6842105263157895,Post
2008,Round 22,Fri,Aug-8,7:35pm,St George Illawarra,10,Wests Tigers,18,S. Hayne,WIN Stadium,14207,2008-08-08 19:35:00,0.0,False,0.5263157894736842,0.47368421052631576,Post
2008,Round 22,Sat,Aug-9,7:30pm,Bulldogs,12,North Queensland,36,B. Sutton,Suncorp,8549,2008-08-09 19:30:00,0.0,False,0.2631578947368421,0.15789473684210525,Post
2008,Round 22,Sat,Aug-9,7:30pm,Cronulla,28,South Sydney,14,B. Cummins,Toyota,12618,2008-08-09 19:30:00,1.0,False,0.6842105263157895,0.3684210526315789,Post
2008,Round 22,Sat,Aug-9,7:30pm,Warriors,16,Brisbane,12,M. Cecchin,Mt Smart,13007,2008-08-09 19:30:00,1.0,False,0.47368421052631576,0.6052631578947368,Post
2008,Round 22,Sun,Aug-10,2:00pm,Canberra,74,Penrith,12,J. Robinson,Canberra Stadium,6500,2008-08-10 14:00:00,1.0,False,0.47368421052631576,0.5,Post
2008,Round 22,Sun,Aug-10,3:00pm,Sydney,24,Parramatta,28,J. Maxwell,SFS,12468,2008-08-10 15:00:00,0.0,False,0.6842105263157895,0.42105263157894735,Post
2008,Round 22,Mon,Aug-11,7:00pm,Gold Coast Titans,12,Newcastle,32,S. Lyons,Skilled Park,15136,2008-08-11 19:00:00,0.0,False,0.47368421052631576,0.47368421052631576,Post
2008,Round 23,Fri,Aug-15,7:35pm,Brisbane,20,St George Illawarra,24,J. Maxwell,Suncorp,33237,2008-08-15 19:35:00,0.0,False,0.575,0.5,Post
2008,Round 23,Fri,Aug-15,7:35pm,Melbourne,30,Sydney,6,S. Hayne,Olympic Park,13335,2008-08-15 19:35:00,1.0,False,0.7,0.65,Post
2008,Round 23,Sat,Aug-16,7:30pm,North Queensland,20,Gold Coast Titans,26,B. Sutton,Dairy Farmers,17605,2008-08-16 19:30:00,0.0,False,0.2,0.45,Post
2008,Round 23,Sat,Aug-16,7:30pm,Penrith,52,Bulldogs,16,G. Badger,CUA Stadium,7841,2008-08-16 19:30:00,1.0,False,0.475,0.25,Post
2008,Round 23,Sat,Aug-16,7:30pm,Warriors,18,Cronulla,4,T. Archer,Mt Smart,10417,2008-08-16 19:30:00,1.0,False,0.5,0.7,Post
2008,Round 23,Sun,Aug-17,2:00pm,Canberra,38,Newcastle,18,B. Cummins,Canberra Stadium,12206,2008-08-17 14:00:00,1.0,False,0.5,0.5,Post
2008,Round 23,Sun,Aug-17,3:00pm,South Sydney,40,Manly Warringah,32,S. Lyons,ANZ,11000,2008-08-17 15:00:00,1.0,False,0.35,0.7,Post
2008,Round 23,Mon,Aug-18,7:00pm,Parramatta,40,Wests Tigers,12,M. Cecchin,Parramatta,13065,2008-08-18 19:00:00,1.0,False,0.45,0.5,Post
2008,Round 24,Fri,Aug-22,7:35pm,Brisbane,25,Gold Coast Titans,21,B. Cummins,Suncorp,39757,2008-08-22 19:35:00,1.0,False,0.5476190476190477,0.47619047619047616,Post
2008,Round 24,Fri,Aug-22,7:35pm,Cronulla,20,Sydney,0,J. Robinson,Toyota,10013,2008-08-22 19:35:00,1.0,False,0.6666666666666666,0.6190476190476191,Post
2008,Round 24,Sat,Aug-23,7:30pm,Bulldogs,12,Parramatta,26,S. Lyons,ANZ,27564,2008-08-23 19:30:00,0.0,False,0.23809523809523808,0.47619047619047616,Post
2008,Round 24,Sat,Aug-23,7:30pm,Newcastle,38,North Queensland,24,S. Hampstead,EnergyAustralia,10323,2008-08-23 19:30:00,1.0,False,0.47619047619047616,0.19047619047619047,Post
2008,Round 24,Sat,Aug-23,5:30pm,Wests Tigers,16,Manly Warringah,48,T. Archer,ANZ,27564,2008-08-23 17:30:00,0.0,False,0.47619047619047616,0.6666666666666666,Post
2008,Round 24,Sun,Aug-24,3:00pm,St George Illawarra,34,Warriors,6,S. Hayne,WIN Stadium,11583,2008-08-24 15:00:00,1.0,False,0.5238095238095238,0.5238095238095238,Post
2008,Round 24,Sun,Aug-24,2:00pm,South Sydney,25,Canberra,40,J. Maxwell,ANZ,10128,2008-08-24 14:00:00,0.0,False,0.38095238095238093,0.5238095238095238,Post
2008,Round 24,Mon,Aug-25,7:00pm,Penrith,6,Melbourne,40,M. Cecchin,CUA Stadium,8813,2008-08-25 19:00:00,0.0,False,0.5,0.7142857142857143,Post
2008,Round 25,Fri,Aug-29,7:35pm,Sydney,22,South Sydney,20,S. Lyons,SFS,18127,2008-08-29 19:35:00,1.0,False,0.5909090909090909,0.36363636363636365,Post
2008,Round 25,Fri,Aug-29,7:35pm,Wests Tigers,6,Cronulla,32,S. Hampstead,Leichhardt,10776,2008-08-29 19:35:00,0.0,False,0.45454545454545453,0.6818181818181818,Post
2008,Round 25,Sat,Aug-30,5:30pm,Newcastle,17,Melbourne,16,S. Hayne,EnergyAustralia,19568,2008-08-30 17:30:00,1.0,False,0.5,0.7272727272727273,Post
2008,Round 25,Sat,Aug-30,7:30pm,North Queensland,22,Canberra,10,M. Cecchin,Dairy Farmers,14998,2008-08-30 19:30:00,1.0,False,0.18181818181818182,0.5454545454545454,Post
2008,Round 25,Sat,Aug-30,7:30pm,St George Illawarra,40,Parramatta,14,T. Archer,ANZ,17103,2008-08-30 19:30:00,1.0,False,0.5454545454545454,0.5,Post
2008,Round 25,Sun,Aug-31,3:00pm,Bulldogs,22,Brisbane,36,J. Maxwell,ANZ,7685,2008-08-31 15:00:00,0.0,False,0.22727272727272727,0.5681818181818182,Post
2008,Round 25,Sun,Aug-31,4:00pm,Warriors,42,Penrith,20,B. Cummins,Mt Smart,15214,2008-08-31 16:00:00,1.0,False,0.5,0.4772727272727273,Post
2008,Round 25,Mon,Sep-1,7:00pm,Manly Warringah,28,Gold Coast Titans,10,J. Robinson,Brookvale,14755,2008-09-01 19:00:00,1.0,False,0.6818181818181818,0.45454545454545453,Post
2008,Round 26,Fri,Sep-5,7:35pm,Brisbane,24,Newcastle,2,T. Archer,Suncorp,37552,2008-09-05 19:35:00,1.0,False,0.5869565217391305,0.5217391304347826,Post
2008,Round 26,Fri,Sep-5,7:35pm,Sydney,10,St George Illawarra,0,S. Hayne,SFS,14127,2008-09-05 19:35:00,1.0,False,0.6086956521739131,0.5652173913043478,Post
2008,Round 26,Sat,Sep-6,7:30pm,Cronulla,28,North Queensland,22,B. Cummins,Toyota,7057,2008-09-06 19:30:00,1.0,False,0.6956521739130435,0.21739130434782608,Post
2008,Round 26,Sat,Sep-6,7:30pm,Parramatta,6,Warriors,28,J. Robinson,Parramatta,5102,2008-09-06 19:30:00,0.0,False,0.4782608695652174,0.5217391304347826,Post
2008,Round 26,Sat,Sep-6,5:30pm,Penrith,16,Manly Warringah,34,J. Maxwell,CUA Stadium,6086,2008-09-06 17:30:00,0.0,False,0.45652173913043476,0.6956521739130435,Post
2008,Round 26,Sun,Sep-7,2:00pm,Canberra,52,Bulldogs,34,S. Hampstead,Canberra Stadium,15411,2008-09-07 14:00:00,1.0,False,0.5217391304347826,0.21739130434782608,Post
2008,Round 26,Sun,Sep-7,3:00pm,Gold Coast Titans,12,Wests Tigers,28,B. Sutton,Skilled Park,20723,2008-09-07 15:00:00,0.0,False,0.43478260869565216,0.43478260869565216,Post
2008,Round 26,Sun,Sep-7,7:00pm,Melbourne,42,South Sydney,4,S. Lyons,Olympic Park,13875,2008-09-07 19:00:00,1.0,False,0.6956521739130435,0.34782608695652173,Post
2008,Qualif Final,Fri,Sep-12,7:45pm,Sydney,16,Brisbane,24,T. Archer,SFS,18343,2008-09-12 19:45:00,0.0,False,0.625,0.6041666666666666,Finals
2008,Qualif Final,Sat,Sep-13,6:30pm,Cronulla,36,Canberra,10,J. Maxwell,Toyota,18252,2008-09-13 18:30:00,1.0,False,0.7083333333333334,0.5416666666666666,Finals
2008,Qualif Final,Sat,Sep-13,8:30pm,Manly Warringah,38,St George Illawarra,6,S. Hayne,Brookvale,19227,2008-09-13 20:30:00,1.0,False,0.7083333333333334,0.5416666666666666,Finals
2008,Qualif Final,Sun,Sep-14,4:00pm,Melbourne,15,Warriors,18,J. Robinson,Olympic Park,15193,2008-09-14 16:00:00,0.0,False,0.7083333333333334,0.5416666666666666,Finals
2008,Semi Final,Fri,Sep-19,8:30pm,Warriors,30,Sydney,13,T. Archer,Mt Smart,25585,2008-09-19 20:30:00,1.0,False,0.56,0.6,Finals
2008,Semi Final,Sat,Sep-20,7:45pm,Brisbane,14,Melbourne,16,S. Hayne,Suncorp,50466,2008-09-20 19:45:00,0.0,False,0.62,0.68,Finals
2008,Prelim Final,Fri,Sep-26,7:45pm,Cronulla,0,Melbourne,28,T. Archer,SFS,27570,2008-09-26 19:45:00,0.0,False,0.72,0.6923076923076923,Finals
2008,Prelim Final,Sat,Sep-27,7:45pm,Manly Warringah,32,Warriors,6,S. Hayne,SFS,32095,2008-09-27 19:45:00,1.0,False,0.72,0.5769230769230769,Finals
2008,Grand Final,Sun,Oct-5,5:00pm,Manly Warringah,40,Melbourne,0,T. Archer,ANZ,80388,2008-10-05 17:00:00,1.0,False,0.7307692307692307,0.7037037037037037,Finals
2009,Round 1,Fri,Mar-13,7:30pm,Brisbane,19,North Queensland,18,"J. Maxwell, T. De Las Heras",Suncorp,45022,2009-03-13 19:30:00,1.0,False,0.5,0.5,Pre
2009,Round 1,Fri,Mar-13,7:30pm,Melbourne,17,St George Illawarra,16,"S. Hayne, G. Badger",Olympic Park,14870,2009-03-13 19:30:00,1.0,False,0.5,0.5,Pre
2009,Round 1,Sat,Mar-14,7:30pm,Bulldogs,34,Manly Warringah,12,"B. Cummins, B. Suttor",ANZ,19791,2009-03-14 19:30:00,1.0,False,0.5,0.5,Pre
2009,Round 1,Sat,Mar-14,7:30pm,Cronulla,18,Penrith,10,"J. Robinson, P. Haines",Toyota,10617,2009-03-14 19:30:00,1.0,False,0.5,0.5,Pre
2009,Round 1,Sat,Mar-14,7:30pm,Warriors,26,Parramatta,18,"A. Klein, A. Shortall",Mt Smart,20102,2009-03-14 19:30:00,1.0,False,0.5,0.5,Pre
2009,Round 1,Sun,Mar-15,1:00pm,Gold Coast Titans,34,Newcastle,20,"M. Cecchin, C. James",Skilled Park,16203,2009-03-15 13:00:00,1.0,False,0.5,0.5,Pre
2009,Round 1,Sun,Mar-15,3:00pm,Sydney,12,South Sydney,52,"S. Lyons, T. De Las Heras",SFS,24486,2009-03-15 15:00:00,0.0,False,0.5,0.5,Pre
2009,Round 1,Mon,Mar-16,7:00pm,Wests Tigers,34,Canberra,26,"J. Maxwell, G. Sutton",Campbelltown,17392,2009-03-16 19:00:00,1.0,False,0.5,0.5,Pre
2009,Round 2,Fri,Mar-20,8:35pm,Brisbane,16,Melbourne,14,"B. Cummins, T. De Las Heras",Suncorp,36647,2009-03-20 20:35:00,1.0,False,1.0,1.0,Pre
2009,Round 2,Fri,Mar-20,7:35pm,South Sydney,8,Parramatta,14,"S. Hayne, G. Badger",ANZ,20871,2009-03-20 19:35:00,0.0,False,1.0,0.0,Pre
2009,Round 2,Sat,Mar-21,8:30pm,North Queensland,42,Wests Tigers,14,"J. Robinson, P. Haines",Dairy Farmers,19879,2009-03-21 20:30:00,1.0,False,0.0,1.0,Pre
2009,Round 2,Sat,Mar-21,7:30pm,Penrith,26,Bulldogs,28,"M. Cecchin, C. James",CUA Stadium,16846,2009-03-21 19:30:00,0.0,False,0.0,1.0,Pre
2009,Round 2,Sat,Mar-21,5:30pm,St George Illawarra,16,Gold Coast Titans,10,"A. Klein, A. Shortall",WIN Stadium,13329,2009-03-21 17:30:00,1.0,False,0.0,1.0,Pre
2009,Round 2,Sun,Mar-22,2:00pm,Canberra,4,Sydney,28,"J. Maxwell, G. Sutton",Canberra Stadium,13100,2009-03-22 14:00:00,0.0,False,0.0,0.0,Pre
2009,Round 2,Sun,Mar-22,3:00pm,Manly Warringah,24,Warriors,26,"S. Hayne, S. Lyons",Brookvale,16307,2009-03-22 15:00:00,0.0,False,0.0,1.0,Pre
2009,Round 2,Mon,Mar-23,7:00pm,Cronulla,12,Newcastle,24,"B. Cummins, B. Suttor",Toyota,11148,2009-03-23 19:00:00,0.0,False,1.0,0.0,Pre
2009,Round 3,Fri,Mar-27,7:35pm,Gold Coast Titans,20,Bulldogs,12,"J. Maxwell, A. Shortall",Skilled Park,19854,2009-03-27 19:35:00,1.0,False,0.5,1.0,Pre
2009,Round 3,Fri,Mar-27,7:35pm,Wests Tigers,40,Sydney,24,"T. Archer, G. Badger",SFS,14426,2009-03-27 19:35:00,1.0,False,0.5,0.5,Pre
2009,Round 3,Sat,Mar-28,7:30pm,North Queensland,12,Melbourne,26,"S. Hayne, G. Sutton",Dairy Farmers,21489,2009-03-28 19:30:00,0.0,False,0.5,0.5,Pre
2009,Round 3,Sat,Mar-28,7:30pm,Parramatta,18,Canberra,16,"S. Lyons, C. James",Parramatta,11116,2009-03-28 19:30:00,1.0,False,0.5,0.0,Pre
2009,Round 3,Sat,Mar-28,7:30pm,Warriors,10,Brisbane,26,"J. Robinson, M. Cecchin",Mt Smart,24538,2009-03-28 19:30:00,0.0,False,1.0,1.0,Pre
2009,Round 3,Sun,Mar-29,3:00pm,St George Illawarra,10,Cronulla,6,"G. Badger, T. De Las Heras",WIN Jubilee,20047,2009-03-29 15:00:00,1.0,False,0.5,0.5,Pre
2009,Round 3,Sun,Mar-29,2:00pm,South Sydney,22,Newcastle,12,"A. Klein, B. Suttor",Central Coast,15227,2009-03-29 14:00:00,1.0,False,0.5,0.5,Pre
2009,Round 3,Mon,Mar-30,7:00pm,Manly Warringah,10,Penrith,12,"B. Cummins, P. Haines",Brookvale,8667,2009-03-30 19:00:00,0.0,False,0.0,0.0,Pre
2009,Round 4,Fri,Apr-3,6:35pm,Brisbane,12,St George Illawarra,25,"S. Hayne, M. Cecchin",Suncorp,42435,2009-04-03 18:35:00,0.0,False,1.0,0.6666666666666666,Pre
2009,Round 4,Fri,Apr-3,7:35pm,Sydney,24,Parramatta,6,"T. Archer, S. Lyons",SFS,11231,2009-04-03 19:35:00,1.0,False,0.3333333333333333,0.6666666666666666,Pre
2009,Round 4,Sat,Apr-4,7:30pm,Melbourne,6,Gold Coast Titans,18,"A. Klein, B. Suttor",Olympic Park,11698,2009-04-04 19:30:00,0.0,False,0.6666666666666666,0.6666666666666666,Pre
2009,Round 4,Sat,Apr-4,5:30pm,Penrith,42,Wests Tigers,22,"B. Cummins, P. Haines",CUA Stadium,15813,2009-04-04 17:30:00,1.0,False,0.3333333333333333,0.6666666666666666,Pre
2009,Round 4,Sun,Apr-5,2:00pm,Bulldogs,24,Cronulla,12,"J. Robinson, G. Sutton",ANZ,15520,2009-04-05 14:00:00,1.0,False,0.6666666666666666,0.3333333333333333,Pre
2009,Round 4,Sun,Apr-5,3:00pm,Newcastle,26,Manly Warringah,12,"J. Maxwell, A. Shortall",EnergyAustralia,15324,2009-04-05 15:00:00,1.0,False,0.3333333333333333,0.0,Pre
2009,Round 4,Sun,Apr-5,2:00pm,Warriors,16,South Sydney,22,"T. De Las Heras, G. Badger",Mt Smart,19386,2009-04-05 14:00:00,0.0,False,0.6666666666666666,0.6666666666666666,Pre
2009,Round 4,Mon,Apr-6,7:00pm,Canberra,23,North Queensland,18,"T. Archer, S. Lyons",Canberra Stadium,12198,2009-04-06 19:00:00,1.0,False,0.0,0.3333333333333333,Pre
2009,Round 5,Fri,Apr-10,7:35pm,Parramatta,8,St George Illawarra,22,"A. Klein, B. Suttor",Parramatta,19017,2009-04-10 19:35:00,0.0,False,0.5,0.75,Pre
2009,Round 5,Fri,Apr-10,7:35pm,Sydney,24,Brisbane,28,"G. Badger, M. Cecchin",SFS,18464,2009-04-10 19:35:00,0.0,False,0.5,0.75,Pre
2009,Round 5,Sat,Apr-11,5:30pm,Cronulla,14,Canberra,24,"B. Cummins, A. Shortall",Toyota,8561,2009-04-11 17:30:00,0.0,False,0.25,0.25,Pre
2009,Round 5,Sat,Apr-11,7:30pm,Melbourne,16,Penrith,14,"T. Archer, C. James",Olympic Park,10110,2009-04-11 19:30:00,1.0,False,0.5,0.5,Pre
2009,Round 5,Sat,Apr-11,7:30pm,North Queensland,10,Gold Coast Titans,14,"J. Maxwell, P. Haines",Dairy Farmers,18123,2009-04-11 19:30:00,0.0,False,0.25,0.75,Pre
2009,Round 5,Sun,Apr-12,3:00pm,Manly Warringah,23,Wests Tigers,10,"S. Hayne, T. De Las Heras",Brookvale,17942,2009-04-12 15:00:00,1.0,False,0.0,0.5,Pre
2009,Round 5,Sun,Apr-12,2:00pm,Newcastle,24,Warriors,22,"G. Badger, S. Lyons",EnergyAustralia,13626,2009-04-12 14:00:00,1.0,False,0.5,0.5,Pre
2009,Round 5,Mon,Apr-13,7:00pm,Bulldogs,14,South Sydney,12,"A. Klein, B. Suttor",ANZ,22775,2009-04-13 19:00:00,1.0,False,0.75,0.75,Pre
2009,Round 6,Fri,Apr-17,7:35pm,Gold Coast Titans,16,Canberra,10,"T. Archer, S. Lyons",Skilled Park,18510,2009-04-17 19:35:00,1.0,False,0.8,0.4,Pre
2009,Round 6,Fri,Apr-17,7:35pm,Penrith,18,Brisbane,38,"S. Hayne, T. De Las Heras",CUA Stadium,14332,2009-04-17 19:35:00,0.0,False,0.4,0.8,Pre
2009,Round 6,Sat,Apr-18,5:30pm,St George Illawarra,18,Newcastle,24,"J. Robinson, G. Sutton",WIN Jubilee,14477,2009-04-18 17:30:00,0.0,False,0.8,0.6,Pre
2009,Round 6,Sat,Apr-18,7:30pm,South Sydney,8,Manly Warringah,24,"J. Maxwell, M. Cecchin",ANZ,14225,2009-04-18 19:30:00,0.0,False,0.6,0.2,Pre
2009,Round 6,Sun,Apr-19,1:30pm,Cronulla,10,North Queensland,34,"A. Klein, C. James",Hindmarsh,8547,2009-04-19 13:30:00,0.0,False,0.2,0.2,Pre
2009,Round 6,Sun,Apr-19,3:00pm,Parramatta,18,Bulldogs,48,"G. Badger, T. De Las Heras",ANZ,18233,2009-04-19 15:00:00,0.0,False,0.4,0.8,Pre
2009,Round 6,Sun,Apr-19,2:00pm,Warriors,17,Sydney,16,"B. Cummins, A. Shortall",Mt Smart,16309,2009-04-19 14:00:00,1.0,False,0.4,0.4,Pre
2009,Round 6,Mon,Apr-20,7:00pm,Wests Tigers,16,Melbourne,6,"T. Archer, S. Hayne",Leichhardt,12646,2009-04-20 19:00:00,1.0,False,0.4,0.6,Pre
2009,Round 7,Fri,Apr-24,7:35pm,Brisbane,40,Parramatta,8,"J. Maxwell, B. Suttor",Suncorp,30887,2009-04-24 19:35:00,1.0,False,0.8333333333333334,0.3333333333333333,Pre
2009,Round 7,Fri,Apr-24,7:35pm,South Sydney,32,Cronulla,26,"B. Cummins, A. Shortall",ANZ,11208,2009-04-24 19:35:00,1.0,False,0.5,0.16666666666666666,Pre
2009,Round 7,Sat,Apr-25,5:45pm,Melbourne,14,Warriors,14,"T. Archer, M. Cecchin",Olympic Park,15200,2009-04-25 17:45:00,0.5,False,0.5,0.5,Pre
2009,Round 7,Sat,Apr-25,7:50pm,North Queensland,26,Manly Warringah,12,"G. Badger, S. Lyons",Dairy Farmers,16153,2009-04-25 19:50:00,1.0,False,0.3333333333333333,0.3333333333333333,Pre
2009,Round 7,Sat,Apr-25,3:15pm,Sydney,0,St George Illawarra,29,"S. Hayne, T. De Las Heras",SFS,28926,2009-04-25 15:15:00,0.0,False,0.3333333333333333,0.6666666666666666,Pre
2009,Round 7,Sun,Apr-26,2:00pm,Canberra,20,Bulldogs,30,"A. Klein, C. James",Canberra Stadium,10240,2009-04-26 14:00:00,0.0,False,0.3333333333333333,0.8333333333333334,Pre
2009,Round 7,Sun,Apr-26,3:00pm,Wests Tigers,26,Newcastle,24,"J. Robinson, G. Sutton",Campbelltown,17898,2009-04-26 15:00:00,1.0,False,0.5,0.6666666666666666,Pre
2009,Round 7,Mon,Apr-27,7:00pm,Penrith,34,Gold Coast Titans,20,"B. Cummins, J. Maxwell",CUA Stadium,9769,2009-04-27 19:00:00,1.0,False,0.3333333333333333,0.8333333333333334,Pre
2009,Round 8,Fri,May-1,7:35pm,Manly Warringah,8,Melbourne,22,"S. Hayne, T. De Las Heras",Brookvale,10752,2009-05-01 19:35:00,0.0,False,0.2857142857142857,0.5,Pre
2009,Round 8,Fri,May-1,7:35pm,Parramatta,28,North Queensland,18,"J. Robinson, G. Sutton",Parramatta,8104,2009-05-01 19:35:00,1.0,False,0.2857142857142857,0.42857142857142855,Pre
2009,Round 8,Sat,May-2,7:30pm,Canberra,10,Penrith,18,"S. Lyons, B. Suttor",Canberra Stadium,8850,2009-05-02 19:30:00,0.0,False,0.2857142857142857,0.42857142857142855,Pre
2009,Round 8,Sat,May-2,5:30pm,Cronulla,12,Sydney,19,"G. Badger, M. Cecchin",Toyota,9879,2009-05-02 17:30:00,0.0,False,0.14285714285714285,0.2857142857142857,Pre
2009,Round 8,Sat,May-2,3:00pm,Gold Coast Titans,22,South Sydney,14,"A. Klein, C. James",Skilled Park,19833,2009-05-02 15:00:00,1.0,False,0.7142857142857143,0.5714285714285714,Pre
2009,Round 8,Sat,May-2,7:40pm,Newcastle,28,Brisbane,12,"T. Archer, J. Maxwell",EnergyAustralia,18154,2009-05-02 19:40:00,1.0,False,0.5714285714285714,0.8571428571428571,Pre
2009,Round 8,Sun,May-3,3:00pm,Bulldogs,22,Wests Tigers,20,"S. Hayne, T. De Las Heras",ANZ,25622,2009-05-03 15:00:00,1.0,False,0.8571428571428571,0.5714285714285714,Pre
2009,Round 8,Sun,May-3,2:00pm,St George Illawarra,12,Warriors,11,"B. Cummins, J. Robinson",WIN Stadium,14562,2009-05-03 14:00:00,1.0,False,0.7142857142857143,0.5,Pre
2009,Round 9,Sat,May-9,7:30pm,North Queensland,24,St George Illawarra,20,"A. Klein, B. Suttor",Dairy Farmers,16031,2009-05-09 19:30:00,1.0,False,0.375,0.75,Pre
2009,Round 9,Sun,May-10,3:00pm,Brisbane,20,Manly Warringah,22,"T. Archer, M. Cecchin",Suncorp,27527,2009-05-10 15:00:00,0.0,False,0.75,0.25,Pre
2009,Round 9,Sun,May-10,2:00pm,Newcastle,23,Gold Coast Titans,18,"B. Cummins, S. Lyons",EnergyAustralia,11258,2009-05-10 14:00:00,1.0,False,0.625,0.75,Pre
2009,Round 9,Mon,May-11,7:00pm,Sydney,12,Melbourne,28,"J. Robinson, T. De Las Heras",Central Coast,8412,2009-05-11 19:00:00,0.0,False,0.375,0.5625,Pre
2009,Round 10,Fri,May-15,7:35pm,Brisbane,32,Gold Coast Titans,18,"S. Hayne, G. Badger",Suncorp,43079,2009-05-15 19:35:00,1.0,False,0.6666666666666666,0.6666666666666666,Pre
2009,Round 10,Fri,May-15,7:35pm,St George Illawarra,20,Bulldogs,18,"T. Archer, A. Klein",WIN Jubilee,18415,2009-05-15 19:35:00,1.0,False,0.6666666666666666,0.875,Pre
2009,Round 10,Sat,May-16,7:30pm,Penrith,26,Cronulla,22,"J. Maxwell, G. Sutton",CUA Stadium,11750,2009-05-16 19:30:00,1.0,False,0.5,0.125,Pre
2009,Round 10,Sat,May-16,5:30pm,Sydney,6,Newcastle,38,"S. Lyons, C. James",SFS,8611,2009-05-16 17:30:00,0.0,False,0.3333333333333333,0.6666666666666666,Pre
2009,Round 10,Sun,May-17,2:00pm,Manly Warringah,34,Parramatta,10,"T. De Las Heras, G. Badger",Brookvale,15916,2009-05-17 14:00:00,1.0,False,0.3333333333333333,0.375,Pre
2009,Round 10,Sun,May-17,2:00pm,Warriors,12,North Queensland,34,"B. Cummins, A. Shortall",Mt Smart,16345,2009-05-17 14:00:00,0.0,False,0.4375,0.4444444444444444,Pre
2009,Round 10,Sun,May-17,3:00pm,Wests Tigers,22,South Sydney,23,"J. Robinson, A. Klein",SCG,29970,2009-05-17 15:00:00,0.0,False,0.5,0.5,Pre
2009,Round 10,Mon,May-18,7:00pm,Melbourne,46,Canberra,6,"T. Archer, B. Suttor",Olympic Park,10112,2009-05-18 19:00:00,1.0,False,0.6111111111111112,0.25,Pre
2009,Round 11,Fri,May-22,7:35pm,Parramatta,16,South Sydney,16,"G. Badger, B. Suttor",ANZ,10670,2009-05-22 19:35:00,0.5,False,0.3333333333333333,0.5555555555555556,Pre
2009,Round 11,Fri,May-22,7:35pm,Wests Tigers,18,Brisbane,20,"J. Maxwell, B. Cummins",Campbelltown,9675,2009-05-22 19:35:00,0.0,False,0.4444444444444444,0.7,Pre
2009,Round 11,Sat,May-23,5:35pm,Bulldogs,26,Melbourne,10,"S. Hayne, G. Sutton",Central Coast,10923,2009-05-23 17:35:00,1.0,False,0.7777777777777778,0.65,Pre
2009,Round 11,Sat,May-23,5:35pm,Cronulla,4,St George Illawarra,26,"J. Robinson, T. De Las Heras",Toyota,15201,2009-05-23 17:35:00,0.0,False,0.1111111111111111,0.7,Pre
2009,Round 11,Sat,May-23,5:35pm,Penrith,48,Sydney,6,"S. Lyons, A. Klein",CUA Stadium,8515,2009-05-23 17:35:00,1.0,False,0.5555555555555556,0.3,Pre
2009,Round 11,Sun,May-24,2:00pm,Canberra,38,Warriors,12,"J. Maxwell, B. Sutton",Canberra Stadium,8383,2009-05-24 14:00:00,1.0,False,0.2222222222222222,0.3888888888888889,Pre
2009,Round 11,Sun,May-24,3:00pm,Gold Coast Titans,18,Manly Warringah,17,"T. Archer, M. Cecchin",Skilled Park,16126,2009-05-24 15:00:00,1.0,False,0.6,0.4,Pre
2009,Round 11,Mon,May-25,7:00pm,North Queensland,36,Newcastle,10,"B. Cummins, A. Shortall",Dairy Farmers,11892,2009-05-25 19:00:00,1.0,False,0.5,0.7,Pre
2009,Round 12,Fri,May-29,7:35pm,St George Illawarra,38,Penrith,10,"J. Robinson, S. Lyons",WIN Stadium,10623,2009-05-29 19:35:00,1.0,True,0.7272727272727273,0.6,Origin
2009,Round 12,Sat,May-30,7:30pm,Parramatta,10,Cronulla,13,"B. Cummins, A. Shortall",Parramatta,7014,2009-05-30 19:30:00,0.0,True,0.35,0.1,Origin
