Year,Round,Day,Date,Time,Home,H_PTS,Away,A_PTS,Referee/s,Stadium,Crowd,date_time,HomeWin,SOO,Home_w_percent,Away_w_percent,Period
2013,Round 10,Sat,May-18,5:30pm,St George Illawarra,32,Parramatta,12,"G. Badger, A. Shortall",WIN Stadium,17458,2013-05-18 17:30:00,1.0,False,0.3333333333333333,0.3333333333333333,Pre
2013,Round 10,Sun,May-19,2:00pm,Cronulla,30,Canberra,20,"A. Devcich, C. James",Shark Stadium,12130,2013-05-19 14:00:00,1.0,False,0.4444444444444444,0.5555555555555556,Pre
2013,Round 10,Sun,May-19,3:00pm,Newcastle,44,Canterbury,8,"J. Robinson, G. Morris",Hunter,18982,2013-05-19 15:00:00,1.0,False,0.5555555555555556,0.4444444444444444,Pre
2013,Round 10,Mon,May-20,7:00pm,Melbourne,10,Manly Warringah,10,"S. Hayne, M. Cecchin",AAMI Park,12961,2013-05-20 19:00:00,0.5,False,0.7777777777777778,0.6666666666666666,Pre
2013,Round 11,Fri,May-24,7:35pm,Canterbury,24,Brisbane,14,"J. Maxwell, H. Perenara",ANZ,11344,2013-05-24 19:35:00,1.0,False,0.4,0.5,Pre
2013,Round 11,Fri,May-24,7:35pm,Wests Tigers,22,North Queensland,20,"J. Robinson, G. Morris",Leichhardt,7125,2013-05-24 19:35:00,1.0,False,0.2,0.4,Pre
2013,Round 11,Sat,May-25,7:30pm,Manly Warringah,16,Canberra,10,"G. Badger, A. Shortall",Brookvale,10871,2013-05-25 19:30:00,1.0,False,0.65,0.5,Pre
2013,Round 11,Sat,May-25,5:30pm,St George Illawarra,0,Penrith,19,"A. Devcich, C. James",WIN Jubilee,10922,2013-05-25 17:30:00,0.0,False,0.4,0.4,Pre
2013,Round 11,Sat,May-25,7:30pm,Sydney,18,Melbourne,26,"S. Hayne, A. Klein",Allianz,19164,2013-05-25 19:30:00,0.0,False,0.8,0.75,Pre
2013,Round 11,Sun,May-26,3:00pm,Parramatta,4,Gold Coast Titans,42,"M. Cecchin, G. Reynolds",Glen Willow,9132,2013-05-26 15:00:00,0.0,False,0.3,0.5,Pre
2013,Round 11,Sun,May-26,4:00pm,Warriors,28,Newcastle,12,"G. Sutton, L. Phillips",Mt Smart,9257,2013-05-26 16:00:00,1.0,False,0.2,0.6,Pre
2013,Round 11,Mon,May-27,7:00pm,Cronulla,14,South Sydney,12,"B. Cummins, B. Suttor",Shark Stadium,12243,2013-05-27 19:00:00,1.0,False,0.5,0.9,Pre
2013,Round 12,Fri,May-31,7:45pm,Canterbury,16,St George Illawarra,14,"J. Maxwell, P. Haines",ANZ,22958,2013-05-31 19:45:00,1.0,True,0.45454545454545453,0.36363636363636365,Origin
2013,Round 12,Sat,Jun-1,7:30pm,South Sydney,25,Newcastle,18,"G. Badger, A. Shortall",ANZ,13225,2013-06-01 19:30:00,1.0,True,0.8181818181818182,0.5454545454545454,Origin
2013,Round 12,Sun,Jun-2,3:00pm,Gold Coast Titans,31,North Queensland,12,"G. Sutton, G. Reynolds",Skilled Park,12790,2013-06-02 15:00:00,1.0,True,0.5454545454545454,0.36363636363636365,Origin
2013,Round 12,Mon,Jun-3,7:00pm,Brisbane,18,Warriors,56,"B. Cummins, B. Suttor",Suncorp,21259,2013-06-03 19:00:00,0.0,True,0.45454545454545453,0.2727272727272727,Origin
2013,Round 13,Fri,Jun-7,7:45pm,Parramatta,24,Sydney,38,"A. Devcich, G. Morris",Parramatta,12135,2013-06-07 19:45:00,0.0,True,0.2727272727272727,0.7272727272727273,Origin
2013,Round 13,Sat,Jun-8,5:30pm,Newcastle,8,St George Illawarra,14,"J. Robinson, H. Perenara",Hunter,19214,2013-06-08 17:30:00,0.0,True,0.5,0.3333333333333333,Origin
2013,Round 13,Sat,Jun-8,7:30pm,North Queensland,26,Canterbury,36,"M. Cecchin, A. Gee",1300SMILES,12775,2013-06-08 19:30:00,0.0,True,0.3333333333333333,0.5,Origin
2013,Round 13,Sun,Jun-9,6:30pm,Melbourne,38,Cronulla,6,"A. Klein, C. James",AAMI Park,16231,2013-06-09 18:30:00,1.0,True,0.7727272727272727,0.5454545454545454,Origin
2013,Round 13,Sun,Jun-9,3:00pm,Penrith,18,Wests Tigers,20,"J. Maxwell, P. Haines",Centrebet,16827,2013-06-09 15:00:00,0.0,True,0.45454545454545453,0.2727272727272727,Origin
2013,Round 13,Sun,Jun-9,4:00pm,Warriors,18,Manly Warringah,16,"B. Cummins, B. Suttor",Mt Smart,11142,2013-06-09 16:00:00,1.0,True,0.3333333333333333,0.6818181818181818,Origin
2013,Round 13,Mon,Jun-10,7:00pm,Canberra,30,Brisbane,18,"G. Sutton, L. Phillips",Canberra Stadium,10419,2013-06-10 19:00:00,1.0,True,0.45454545454545453,0.4166666666666667,Origin
2013,Round 14,Fri,Jun-14,7:35pm,Manly Warringah,30,Canterbury,32,"S. Hayne, G. Morris",Brookvale,12157,2013-06-14 19:35:00,0.0,True,0.625,0.5384615384615384,Origin
2013,Round 14,Fri,Jun-14,7:35pm,St George Illawarra,16,North Queensland,22,"J. Maxwell, P. Haines",WIN Stadium,9035,2013-06-14 19:35:00,0.0,True,0.38461538461538464,0.3076923076923077,Origin
2013,Round 14,Sat,Jun-15,5:30pm,Canberra,24,Penrith,12,"B. Cummins, A. Gee",Canberra Stadium,9176,2013-06-15 17:30:00,1.0,True,0.5,0.4166666666666667,Origin
2013,Round 14,Sat,Jun-15,7:30pm,Cronulla,32,Parramatta,14,"J. Robinson, A. Devcich",Shark Stadium,11055,2013-06-15 19:30:00,1.0,True,0.5,0.25,Origin
2013,Round 14,Sun,Jun-16,3:00pm,Melbourne,16,Newcastle,14,"G. Sutton, H. Perenara",AAMI Park,12861,2013-06-16 15:00:00,1.0,True,0.7916666666666666,0.46153846153846156,Origin
2013,Round 14,Sun,Jun-16,2:00pm,South Sydney,30,Gold Coast Titans,24,"M. Cecchin, G. Atkins",Barlow Park,16118,2013-06-16 14:00:00,1.0,True,0.8333333333333334,0.5833333333333334,Origin
2013,Round 14,Sun,Jun-16,6:30pm,Sydney,12,Warriors,23,"A. Klein, C. James",Allianz,11040,2013-06-16 18:30:00,0.0,True,0.75,0.38461538461538464,Origin
2013,Round 14,Mon,Jun-17,7:00pm,Brisbane,32,Wests Tigers,12,"G. Badger, A. Shortall",Suncorp,21339,2013-06-17 19:00:00,1.0,True,0.38461538461538464,0.3333333333333333,Origin
2013,Round 15,Fri,Jun-21,7:45pm,Canterbury,18,Sydney,20,"M. Cecchin, G. Badger",ANZ,20273,2013-06-21 19:45:00,0.0,True,0.5714285714285714,0.6923076923076923,Origin
2013,Round 15,Sat,Jun-22,7:30pm,Wests Tigers,17,Canberra,12,"A. Devcich, A. Shortall",Campbelltown,7833,2013-06-22 19:30:00,1.0,True,0.3076923076923077,0.5384615384615384,Origin
2013,Round 15,Sun,Jun-23,3:00pm,Parramatta,10,South Sydney,30,"G. Sutton, H. Perenara",ANZ,17077,2013-06-23 15:00:00,0.0,True,0.23076923076923078,0.8461538461538461,Origin
2013,Round 15,Mon,Jun-24,7:00pm,Gold Coast Titans,18,Melbourne,12,"J. Maxwell, G. Atkins",Skilled Park,13044,2013-06-24 19:00:00,1.0,True,0.5384615384615384,0.8076923076923077,Origin
2013,Round 16,Fri,Jun-28,7:45pm,South Sydney,32,Canberra,2,"B. Cummins, C. James",ANZ,11167,2013-06-28 19:45:00,1.0,True,0.8571428571428571,0.5,Origin
2013,Round 16,Sat,Jun-29,7:30pm,Penrith,25,St George Illawarra,10,"G. Badger, P. Haines",Centrebet,6271,2013-06-29 19:30:00,1.0,True,0.38461538461538464,0.35714285714285715,Origin
2013,Round 16,Sat,Jun-29,5:30pm,Wests Tigers,22,Melbourne,4,"J. Maxwell, G. Atkins",Leichhardt,5288,2013-06-29 17:30:00,1.0,True,0.35714285714285715,0.75,Origin
2013,Round 16,Sun,Jun-30,2:00pm,Newcastle,46,Gold Coast Titans,16,"S. Hayne, J. Robinson",Hunter,9208,2013-06-30 14:00:00,1.0,True,0.42857142857142855,0.5714285714285714,Origin
2013,Round 16,Sun,Jun-30,6:30pm,North Queensland,24,Cronulla,4,"A. Devcich, A. Shortall",1300SMILES,14434,2013-06-30 18:30:00,1.0,True,0.35714285714285715,0.5384615384615384,Origin
2013,Round 16,Sun,Jun-30,4:00pm,Warriors,18,Brisbane,16,"G. Sutton, H. Perenara",Mt Smart,15515,2013-06-30 16:00:00,1.0,True,0.42857142857142855,0.42857142857142855,Origin
2013,Round 16,Mon,Jul-1,7:00pm,Sydney,18,Manly Warringah,12,"M. Cecchin, G. Morris",Allianz,16246,2013-07-01 19:00:00,1.0,True,0.7142857142857143,0.5769230769230769,Origin
2013,Round 17,Fri,Jul-5,7:35pm,Cronulla,36,Wests Tigers,22,"M. Cecchin, B. Cummins",Remondis Stadium,13843,2013-07-05 19:35:00,1.0,True,0.5,0.4,Origin
2013,Round 17,Fri,Jul-5,7:35pm,Melbourne,32,Brisbane,0,"G. Sutton, L. Phillips",AAMI Park,16828,2013-07-05 19:35:00,1.0,True,0.7,0.4,Origin
2013,Round 17,Sat,Jul-6,7:00pm,Gold Coast Titans,18,Penrith,40,"A. Shortall, H. Perenara",TIO Stadium,8050,2013-07-06 19:00:00,0.0,True,0.5333333333333333,0.42857142857142855,Origin
2013,Round 17,Sat,Jul-6,5:30pm,St George Illawarra,0,Sydney,36,"A. Devcich, C. James",WIN Jubilee,11857,2013-07-06 17:30:00,0.0,True,0.3333333333333333,0.7333333333333333,Origin
2013,Round 17,Sun,Jul-7,2:00pm,Canberra,26,North Queensland,18,"J. Robinson, G. Morris",Canberra Stadium,10515,2013-07-07 14:00:00,1.0,True,0.4666666666666667,0.4,Origin
2013,Round 17,Sun,Jul-7,3:00pm,Canterbury,12,Newcastle,18,"S. Hayne, J. Maxwell",Virgin Aust.,9742,2013-07-07 15:00:00,0.0,True,0.5333333333333333,0.4666666666666667,Origin
2013,Round 17,Sun,Jul-7,4:30pm,South Sydney,30,Warriors,13,"A. Klein, D. Munro",nib Stadium,20221,2013-07-07 16:30:00,1.0,True,0.8666666666666667,0.4666666666666667,Origin
2013,Round 17,Mon,Jul-8,7:00pm,Manly Warringah,50,Parramatta,10,"G. Badger, P. Haines",Brookvale,10987,2013-07-08 19:00:00,1.0,True,0.5357142857142857,0.21428571428571427,Origin
2013,Round 18,Fri,Jul-12,7:45pm,Brisbane,18,Cronulla,19,"M. Cecchin, L. Phillips",Suncorp,25677,2013-07-12 19:45:00,0.0,True,0.375,0.5333333333333333,Origin
2013,Round 18,Sat,Jul-13,5:30pm,Parramatta,10,Penrith,17,"J. Maxwell, H. Perenara",Parramatta,9327,2013-07-13 17:30:00,0.0,True,0.2,0.4666666666666667,Origin
2013,Round 18,Sun,Jul-14,3:00pm,Canterbury,39,Melbourne,0,"G. Sutton, A. Shortall",Allianz,16406,2013-07-14 15:00:00,1.0,True,0.5,0.71875,Origin
2013,Round 18,Mon,Jul-15,7:00pm,North Queensland,14,Manly Warringah,34,"A. Klein, D. Munro",1300SMILES,9029,2013-07-15 19:00:00,0.0,True,0.375,0.5666666666666667,Origin
2013,Round 19,Fri,Jul-19,7:45pm,Wests Tigers,14,Warriors,24,"G. Badger, L. Phillips",Leichhardt,11436,2013-07-19 19:45:00,0.0,True,0.375,0.4375,Origin
2013,Round 19,Sat,Jul-20,5:30pm,Canberra,14,Parramatta,0,"J. Robinson, G. Morris",Canberra Stadium,7023,2013-07-20 17:30:00,1.0,True,0.5,0.1875,Origin
2013,Round 19,Sat,Jul-20,7:30pm,Sydney,40,Cronulla,0,"M. Cecchin, H. Perenara",Allianz,13706,2013-07-20 19:30:00,1.0,True,0.75,0.5625,Origin
2013,Round 19,Sun,Jul-21,3:00pm,Manly Warringah,38,Gold Coast Titans,20,"B. Cummins, C. James",Brookvale,11905,2013-07-21 15:00:00,1.0,True,0.59375,0.5,Origin
2013,Round 19,Sun,Jul-21,2:00pm,Penrith,14,Newcastle,32,"A. Klein, A. Devcich",Centrebet,10240,2013-07-21 14:00:00,0.0,True,0.5,0.5,Origin
2013,Round 19,Mon,Jul-22,7:00pm,South Sydney,18,St George Illawarra,22,"G. Sutton, D. Munro",ANZ,14571,2013-07-22 19:00:00,0.0,True,0.875,0.3125,Origin
2013,Round 20,Fri,Jul-26,7:35pm,Canterbury,40,Parramatta,12,"M. Cecchin, G. Reynolds",ANZ,23341,2013-07-26 19:35:00,1.0,False,0.5294117647058824,0.17647058823529413,Post
2013,Round 20,Fri,Jul-26,7:35pm,North Queensland,16,Brisbane,18,"G. Sutton, G. Atkins",1300SMILES,17702,2013-07-26 19:35:00,0.0,False,0.35294117647058826,0.35294117647058826,Post
2013,Round 20,Sat,Jul-27,7:30pm,Gold Coast Titans,4,South Sydney,32,"A. Klein, P. Haines",Skilled Park,20392,2013-07-27 19:30:00,0.0,False,0.47058823529411764,0.8235294117647058,Post
2013,Round 20,Sat,Jul-27,5:30pm,St George Illawarra,18,Canberra,22,"A. Shortall, C. James",WIN Stadium,12072,2013-07-27 17:30:00,0.0,False,0.35294117647058826,0.5294117647058824,Post
2013,Round 20,Sun,Jul-28,2:00pm,Cronulla,38,Penrith,10,"S. Hayne, B. Suttor",Remondis Stadium,14120,2013-07-28 14:00:00,1.0,False,0.5294117647058824,0.47058823529411764,Post
2013,Round 20,Sun,Jul-28,3:00pm,Newcastle,12,Sydney,28,"J. Maxwell, G. Morris",Hunter,22847,2013-07-28 15:00:00,0.0,False,0.5294117647058824,0.7647058823529411,Post
2013,Round 20,Sun,Jul-28,2:00pm,Warriors,30,Melbourne,22,"B. Cummins, H. Perenara",Mt Smart,20126,2013-07-28 14:00:00,1.0,False,0.47058823529411764,0.6764705882352942,Post
2013,Round 20,Mon,Jul-29,7:00pm,Wests Tigers,18,Manly Warringah,36,"A. Devcich, L. Phillips",Campbelltown,11162,2013-07-29 19:00:00,0.0,False,0.35294117647058826,0.6176470588235294,Post
2013,Round 21,Fri,Aug-2,7:35pm,Newcastle,18,Brisbane,18,"B. Cummins, C. James",Hunter,16486,2013-08-02 19:35:00,0.5,False,0.5,0.3888888888888889,Post
2013,Round 21,Fri,Aug-2,7:35pm,Penrith,6,Sydney,42,"S. Hayne, J. Robinson",Centrebet,11879,2013-08-02 19:35:00,0.0,False,0.4444444444444444,0.7777777777777778,Post
2013,Round 21,Sat,Aug-3,7:30pm,North Queensland,30,South Sydney,12,"A. Devcich, L. Phillips",1300SMILES,13045,2013-08-03 19:30:00,1.0,False,0.3333333333333333,0.8333333333333334,Post
2013,Round 21,Sat,Aug-3,5:30pm,Parramatta,6,Manly Warringah,40,"A. Klein, P. Haines",Parramatta,11232,2013-08-03 17:30:00,0.0,False,0.16666666666666666,0.6388888888888888,Post
2013,Round 21,Sat,Aug-3,5:00pm,Warriors,14,Cronulla,18,"M. Cecchin, G. Reynolds",Mt Smart,15209,2013-08-03 17:00:00,0.0,False,0.5,0.5555555555555556,Post
2013,Round 21,Sun,Aug-4,2:00pm,Canberra,4,Melbourne,68,"J. Maxwell, G. Morris",Canberra Stadium,10826,2013-08-04 14:00:00,0.0,False,0.5555555555555556,0.6388888888888888,Post
2013,Round 21,Sun,Aug-4,3:00pm,Gold Coast Titans,36,Wests Tigers,6,"G. Badger, A. Shortall",Skilled Park,11731,2013-08-04 15:00:00,1.0,False,0.4444444444444444,0.3333333333333333,Post
2013,Round 21,Mon,Aug-5,7:00pm,St George Illawarra,20,Canterbury,39,"G. Sutton, H. Perenara",WIN Jubilee,12846,2013-08-05 19:00:00,0.0,False,0.3333333333333333,0.5555555555555556,Post
2013,Round 22,Fri,Aug-9,7:35pm,Melbourne,26,South Sydney,8,"B. Cummins, M. Cecchin",AAMI Park,21244,2013-08-09 19:35:00,1.0,False,0.6578947368421053,0.7894736842105263,Post
2013,Round 22,Fri,Aug-9,7:35pm,Parramatta,26,Wests Tigers,22,"H. Perenara, G. Atkins",Parramatta,12013,2013-08-09 19:35:00,1.0,False,0.15789473684210525,0.3157894736842105,Post
2013,Round 22,Sat,Aug-10,7:30pm,Cronulla,14,Newcastle,18,"S. Hayne, C. James",Remondis Stadium,11538,2013-08-10 19:30:00,0.0,False,0.5789473684210527,0.5,Post
2013,Round 22,Sat,Aug-10,5:30pm,Sydney,28,Canberra,22,"G. Badger, A. Shortall",Allianz,13223,2013-08-10 17:30:00,1.0,False,0.7894736842105263,0.5263157894736842,Post
2013,Round 22,Sun,Aug-11,3:00pm,Brisbane,26,St George Illawarra,24,"J. Robinson, G. Reynolds",Suncorp,31199,2013-08-11 15:00:00,1.0,False,0.39473684210526316,0.3157894736842105,Post
2013,Round 22,Sun,Aug-11,2:00pm,Manly Warringah,27,Warriors,12,"J. Maxwell, B. Suttor",Brookvale,12090,2013-08-11 14:00:00,1.0,False,0.6578947368421053,0.47368421052631576,Post
2013,Round 22,Sun,Aug-11,6:30pm,Penrith,4,North Queensland,36,"G. Sutton, A. Gee",Centrebet,6611,2013-08-11 18:30:00,0.0,False,0.42105263157894735,0.3684210526315789,Post
2013,Round 22,Mon,Aug-12,7:00pm,Canterbury,16,Gold Coast Titans,26,"A. Devcich, L. Phillips",ANZ,10373,2013-08-12 19:00:00,0.0,False,0.5789473684210527,0.47368421052631576,Post
2013,Round 23,Fri,Aug-16,7:35pm,Brisbane,22,Parramatta,12,"A. Devcich, G. Badger",Suncorp,24607,2013-08-16 19:35:00,1.0,False,0.425,0.2,Post
2013,Round 23,Fri,Aug-16,7:35pm,South Sydney,22,Manly Warringah,10,"S. Hayne, H. Perenara",Central Coast,20060,2013-08-16 19:35:00,1.0,False,0.75,0.675,Post
2013,Round 23,Sat,Aug-17,3:00pm,Canberra,16,Canterbury,28,"A. Klein, G. Reynolds",Canberra Stadium,11847,2013-08-17 15:00:00,0.0,False,0.5,0.55,Post
2013,Round 23,Sat,Aug-17,5:30pm,North Queensland,22,Gold Coast Titans,10,"M. Cecchin, A. Shortall",1300SMILES,12003,2013-08-17 17:30:00,1.0,False,0.4,0.5,Post
2013,Round 23,Sat,Aug-17,7:30pm,St George Illawarra,18,Cronulla,22,"B. Cummins, L. Phillips",WIN Stadium,11853,2013-08-17 19:30:00,0.0,False,0.3,0.55,Post
2013,Round 23,Sun,Aug-18,3:00pm,Newcastle,10,Melbourne,23,"J. Maxwell, B. Suttor",Hunter,26822,2013-08-18 15:00:00,0.0,False,0.525,0.675,Post
2013,Round 23,Sun,Aug-18,4:00pm,Warriors,24,Penrith,28,"J. Robinson, C. James",Mt Smart,11596,2013-08-18 16:00:00,0.0,False,0.45,0.4,Post
2013,Round 23,Mon,Aug-19,7:00pm,Wests Tigers,14,Sydney,56,"G. Sutton, P. Haines",Allianz,8393,2013-08-19 19:00:00,0.0,False,0.3,0.8,Post
2013,Round 24,Fri,Aug-23,7:35pm,Penrith,28,Brisbane,12,"G. Badger, L. Phillips",Centrebet,8817,2013-08-23 19:35:00,1.0,False,0.42857142857142855,0.4523809523809524,Post
2013,Round 24,Fri,Aug-23,7:35pm,South Sydney,28,Canterbury,20,"M. Cecchin, G. Reynolds",ANZ,29571,2013-08-23 19:35:00,1.0,False,0.7619047619047619,0.5714285714285714,Post
2013,Round 24,Sat,Aug-24,5:30pm,Gold Coast Titans,22,Warriors,24,"G. Sutton, J. Maxwell",Skilled Park,15786,2013-08-24 17:30:00,0.0,False,0.47619047619047616,0.42857142857142855,Post
2013,Round 24,Sat,Aug-24,7:30pm,North Queensland,26,Newcastle,6,"S. Hayne, A. Shortall",1300SMILES,12208,2013-08-24 19:30:00,1.0,False,0.42857142857142855,0.5,Post
2013,Round 24,Sat,Aug-24,3:00pm,St George Illawarra,18,Wests Tigers,34,"J. Robinson, P. Haines",SCG,15016,2013-08-24 15:00:00,0.0,False,0.2857142857142857,0.2857142857142857,Post
2013,Round 24,Sun,Aug-25,2:00pm,Canberra,22,Manly Warringah,36,"B. Cummins, C. James",Canberra Stadium,12058,2013-08-25 14:00:00,0.0,False,0.47619047619047616,0.6428571428571429,Post
2013,Round 24,Sun,Aug-25,3:00pm,Melbourne,64,Parramatta,4,"A. Devcich, G. Morris",AAMI Park,13728,2013-08-25 15:00:00,1.0,False,0.6904761904761905,0.19047619047619047,Post
2013,Round 24,Mon,Aug-26,7:00pm,Cronulla,32,Sydney,22,"A. Klein, H. Perenara",Remondis Stadium,11418,2013-08-26 19:00:00,1.0,False,0.5714285714285714,0.8095238095238095,Post
2013,Round 25,Fri,Aug-30,7:35pm,Brisbane,18,Newcastle,26,"C. James, A. Klein",Suncorp,27601,2013-08-30 19:35:00,0.0,False,0.4318181818181818,0.4772727272727273,Post
2013,Round 25,Fri,Aug-30,7:35pm,Wests Tigers,18,South Sydney,32,"H. Perenara, P. Haines",Allianz,14891,2013-08-30 19:35:00,0.0,False,0.3181818181818182,0.7727272727272727,Post
2013,Round 25,Sat,Aug-31,5:30pm,Canterbury,34,Penrith,14,"G. Sutton, G. Reynolds",ANZ,15313,2013-08-31 17:30:00,1.0,False,0.5454545454545454,0.45454545454545453,Post
2013,Round 25,Sat,Aug-31,7:30pm,Manly Warringah,28,Melbourne,8,"J. Maxwell, A. Devcich",Brookvale,17179,2013-08-31 19:30:00,1.0,False,0.6590909090909091,0.7045454545454546,Post
2013,Round 25,Sat,Aug-31,5:00pm,Warriors,50,Canberra,16,"G. Badger, A. Shortall",Mt Smart,15121,2013-08-31 17:00:00,1.0,False,0.45454545454545453,0.45454545454545453,Post
2013,Round 25,Sun,Sep-1,2:00pm,Cronulla,18,North Queensland,31,"S. Hayne, L. Phillips",Remondis Stadium,15313,2013-09-01 14:00:00,0.0,False,0.5909090909090909,0.45454545454545453,Post
2013,Round 25,Sun,Sep-1,3:00pm,Sydney,22,Gold Coast Titans,30,"M. Cecchin, D. Munro",Allianz,17542,2013-09-01 15:00:00,0.0,False,0.7727272727272727,0.45454545454545453,Post
2013,Round 25,Mon,Sep-2,7:00pm,Parramatta,26,St George Illawarra,22,"G. Morris, B. Suttor",Parramatta,8910,2013-09-02 19:00:00,1.0,False,0.18181818181818182,0.2727272727272727,Post
2013,Round 26,Thu,Sep-5,7:45pm,Brisbane,16,Canterbury,11,"G. Badger, A. Shortall",Suncorp,26599,2013-09-05 19:45:00,1.0,False,0.41304347826086957,0.5652173913043478,Post
2013,Round 26,Fri,Sep-6,7:45pm,South Sydney,12,Sydney,24,"M. Cecchin, A. Klein",ANZ,59708,2013-09-06 19:45:00,0.0,False,0.782608695652174,0.7391304347826086,Post
2013,Round 26,Sat,Sep-7,5:30pm,Melbourne,23,Gold Coast Titans,22,"S. Hayne, G. Morris",AAMI Park,13826,2013-09-07 17:30:00,1.0,False,0.6739130434782609,0.4782608695652174,Post
2013,Round 26,Sat,Sep-7,7:30pm,North Queensland,50,Wests Tigers,22,"G. Sutton, G. Reynolds",1300SMILES,19519,2013-09-07 19:30:00,1.0,False,0.4782608695652174,0.30434782608695654,Post
2013,Round 26,Sat,Sep-7,3:00pm,St George Illawarra,19,Warriors,10,"J. Maxwell, H. Perenara",WIN Stadium,9022,2013-09-07 15:00:00,1.0,False,0.2608695652173913,0.4782608695652174,Post
2013,Round 26,Sun,Sep-8,7:00pm,Canberra,18,Cronulla,38,"C. James, A. Gee",Canberra Stadium,7615,2013-09-08 19:00:00,0.0,False,0.43478260869565216,0.5652173913043478,Post
2013,Round 26,Sun,Sep-8,2:00pm,Manly Warringah,26,Penrith,38,"A. Devcich, P. Haines",Brookvale,12090,2013-09-08 14:00:00,0.0,False,0.6739130434782609,0.43478260869565216,Post
2013,Round 26,Sun,Sep-8,3:00pm,Newcastle,54,Parramatta,6,"B. Cummins, L. Phillips",Hunter,23392,2013-09-08 15:00:00,1.0,False,0.5,0.21739130434782608,Post
2013,Qualif Final,Fri,Sep-13,7:45pm,South Sydney,20,Melbourne,10,"S. Hayne, J. Maxwell",ANZ,21609,2013-09-13 19:45:00,1.0,False,0.75,0.6875,Finals
2013,Qualif Final,Sat,Sep-14,4:00pm,Cronulla,20,North Queensland,18,"M. Cecchin, H. Perenara",Allianz,32747,2013-09-14 16:00:00,1.0,False,0.5833333333333334,0.5,Finals
2013,Qualif Final,Sat,Sep-14,7:00pm,Sydney,4,Manly Warringah,0,"B. Cummins, G. Sutton",Allianz,32747,2013-09-14 19:00:00,1.0,False,0.75,0.6458333333333334,Finals
2013,Qualif Final,Sun,Sep-15,4:00pm,Canterbury,6,Newcastle,22,"A. Klein, G. Badger",ANZ,23086,2013-09-15 16:00:00,0.0,False,0.5416666666666666,0.5208333333333334,Finals
2013,Semi Final,Fri,Sep-20,7:45pm,Manly Warringah,24,Cronulla,18,"S. Hayne, A. Klein",Allianz,23837,2013-09-20 19:45:00,1.0,False,0.62,0.6,Finals
2013,Semi Final,Sat,Sep-21,7:45pm,Melbourne,16,Newcastle,18,"B. Cummins, G. Sutton",AAMI Park,19649,2013-09-21 19:45:00,0.0,False,0.66,0.54,Finals
2013,Prelim Final,Fri,Sep-27,7:45pm,South Sydney,20,Manly Warringah,30,"B. Cummins, G. Sutton",ANZ,44546,2013-09-27 19:45:00,0.0,False,0.76,0.6346153846153846,Finals
2013,Prelim Final,Sat,Sep-28,7:45pm,Sydney,40,Newcastle,14,"S. Hayne, A. Klein",Allianz,37752,2013-09-28 19:45:00,1.0,False,0.76,0.5576923076923077,Finals
2013,Grand Final,Sun,Oct-6,7:15pm,Sydney,26,Manly Warringah,18,"S. Hayne, B. Cummins",ANZ,81491,2013-10-06 19:15:00,1.0,False,0.7692307692307693,0.6481481481481481,Finals
2014,Round 1,Thu,Mar-6,8:05pm,South Sydney,28,Sydney,8,"B. Cummins, L. Phillips",ANZ,27282,2014-03-06 20:05:00,1.0,False,0.5,0.5,Pre
2014,Round 1,Fri,Mar-7,8:05pm,Canterbury,12,Brisbane,18,"S. Hayne, C. James",ANZ,18040,2014-03-07 20:05:00,0.0,False,0.5,0.5,Pre
2014,Round 1,Sat,Mar-8,7:00pm,Manly Warringah,22,Melbourne,23,"G. Sutton, G. Reynolds",Brookvale,14200,2014-03-08 19:00:00,0.0,False,0.5,0.5,Pre
2014,Round 1,Sat,Mar-8,9:00pm,North Queensland,28,Canberra,22,"G. Badger, B. Suttor",1300SMILES,12121,2014-03-08 21:00:00,1.0,False,0.5,0.5,Pre
2014,Round 1,Sat,Mar-8,4:30pm,Penrith,30,Newcastle,8,"M. Cecchin, A. Shortall",Sportingbet,11369,2014-03-08 16:30:00,1.0,False,0.5,0.5,Pre
2014,Round 1,Sun,Mar-9,6:30pm,Parramatta,36,Warriors,16,"A. Devcich, H. Perenara",Pirtek Stadium,14397,2014-03-09 18:30:00,1.0,False,0.5,0.5,Pre
2014,Round 1,Sun,Mar-9,3:00pm,St George Illawarra,44,Wests Tigers,24,"A. Klein, P. Haines",ANZ,19860,2014-03-09 15:00:00,1.0,False,0.5,0.5,Pre
2014,Round 1,Mon,Mar-10,7:00pm,Cronulla,12,Gold Coast Titans,18,"G. Maxwell, G. Atkins",Remondis Stadium,9321,2014-03-10 19:00:00,0.0,False,0.5,0.5,Pre
2014,Round 2,Fri,Mar-14,7:40pm,Brisbane,16,North Queensland,12,"B. Cummins, G. Reynolds",Suncorp,42303,2014-03-14 19:40:00,1.0,False,1.0,1.0,Pre
2014,Round 2,Fri,Mar-14,7:40pm,Manly Warringah,14,South Sydney,12,"S. Hayne, C. James",Central Coast,15120,2014-03-14 19:40:00,1.0,False,0.0,1.0,Pre
2014,Round 2,Sat,Mar-15,5:30pm,Melbourne,18,Penrith,17,"A. Klein, A. Gee",AAMI Park,13952,2014-03-15 17:30:00,1.0,False,1.0,1.0,Pre
2014,Round 2,Sat,Mar-15,7:30pm,Sydney,56,Parramatta,4,"G. Badger, B. Suttor",Allianz,13269,2014-03-15 19:30:00,1.0,False,0.0,1.0,Pre
